"","name","tier_num_2013","tier_num_2014","tier_num_2015","tier_num_2016","tier_num_2017","tier_num_2018","tier_diff_2013_2018"
"941","HUMULIN 70/30 100[IU]/ML 5 SYRINGE IN 1 CARTON / 3 ML IN 1 SYRINGE",1,0,0,0,0,0,-1
"942","HUMULIN 70/30 VIAL",1,1,1,1,0,0,-1
"943","HUMULIN N 100[IU]/ML 5 SYRINGE IN 1 CARTON / 3 ML IN 1 SYRINGE",1,0,0,0,0,0,-1
"944","HUMULIN N 100U/ML VIAL",1,1,1,1,0,0,-1
"945","HUMULIN R 100U/ML VIAL",1,1,1,1,0,0,-1
"946","HYCAMTIN POWDER FOR INJECTION SOLUTION 4MG 1 VIAL",1,1,1,1,0,0,-1
"947","HYDRALAZINE 100MG TABLET",1,1,1,1,0,0,-1
"948","HYDRALAZINE 10MG TABLET",1,1,1,1,0,0,-1
"949","HYDRALAZINE 25MG TABLET",1,1,1,1,0,0,-1
"950","HYDRALAZINE 50MG TABLET",1,1,1,1,0,0,-1
"951","HYDRALAZINE HYDROCHLORIDE INJECTION USP",1,0,0,0,0,0,-1
"952","HYDROCHLOROTHIAZIDE 12.5MG CAPSULE (100 CT)",1,1,1,0,0,0,-1
"953","HYDROCHLOROTHIAZIDE 12.5MG TABLET",1,1,1,1,1,0,-1
"954","HYDROCHLOROTHIAZIDE 50MG/1",1,0,0,0,0,0,-1
"955","HYDROCHLOROTHIAZIDE TABLETS 25MG",1,1,1,1,0,0,-1
"956","HYDROCODONE BITARTRATE AND ACETAMINOPHEN 300; 10MG/1; MG/1",1,1,0,0,0,0,-1
"957","HYDROCODONE BITARTRATE AND ACETAMINOPHEN 300; 5MG/1; MG/1",1,1,0,0,0,0,-1
"958","HYDROCODONE BITARTRATE AND ACETAMINOPHEN 300; 7.5MG/1; MG/1",1,1,0,0,0,0,-1
"959","HYDROCODONE BITARTRATE AND ACETAMINOPHEN 500; 7.5MG/1; MG/1 500 TABLET BOTTLE, PLASTIC",1,0,0,0,0,0,-1
"960","HYDROCODONE BITARTRATE AND ACETAMINOPHEN ORAL SOLUTION 500;7;7.5MG/15ML;% 4 FLO BOT",1,0,0,0,0,0,-1
"961","HYDROCODONE BITARTRATE AND ACETAMINOPHEN TABLET 7.5-650MG (500 CT)",1,0,0,0,0,0,-1
"962","HYDROCODONE-ACETAMINOPHEN 10-750MG TABLET",1,0,0,0,0,0,-1
"963","HYDROCODONE-ACETAMINOPHEN 10MG-500MG TABLET",1,0,0,0,0,0,-1
"964","HYDROCODONE-ACETAMINOPHEN 10MG-650MG TABLET",1,0,0,0,0,0,-1
"965","HYDROCODONE-ACETAMINOPHEN 5MG-325MG TABLET",1,1,1,1,1,0,-1
"966","HYDROCODONE-ACETAMINOPHEN 7.5-325MG TABLET",1,1,1,1,1,0,-1
"967","HYDROCODONE/APAP 10/325 TABLET",1,1,0,0,0,0,-1
"968","HYDROCODONE/APAP 10/660 TABLET",1,0,0,0,0,0,-1
"969","HYDROCODONE/APAP 2.5/500 TABLET",1,0,0,0,0,0,-1
"970","HYDROCODONE/APAP 5/500 TABLET",1,0,0,0,0,0,-1
"971","HYDROCODONE/APAP 7.5/750 TABLET",1,0,0,0,0,0,-1
"972","HYDROCORTISONE 0.1% SOLN",1,1,1,1,1,0,-1
"973","HYDROCORTISONE 0.2% CREAM",1,1,1,1,1,0,-1
"974","HYDROCORTISONE 0.2% OINTMENT",1,1,1,1,1,0,-1
"975","HYDROCORTISONE 100MG/60ML 7 BOTTLE, WITH APPLICATOR IN 1 BOX / 60 ML IN 1 BOTTLE, WITH APPLICATOR",1,1,1,1,0,0,-1
"976","HYDROCORTISONE 25MG/G 1 TUBE IN 1 TUBE / 30 G IN 1 TUBE",1,1,1,1,1,0,-1
"977","HYDROCORTISONE AND ACETIC ACID 2.41; 3.15G/100ML; G/100ML 1 BOTTLE IN 1 CARTON / 10 ML IN 1 BOTTLE",1,0,0,0,0,0,-1
"978","HYDROCORTISONE BUTY 0.1% CREAM",1,1,0,0,0,0,-1
"979","HYDROCORTISONE BUTYR 0.1% OINT",1,1,1,1,1,0,-1
"980","HYDROCORTISONE CREAM 1% 1 LB JAR",1,1,1,1,1,0,-1
"981","HYDROCORTISONE LOTION 2.5% 2 OZ BOT",1,1,1,1,0,0,-1
"982","HYDROCORTISONE OINTMENT 1% 1 LB JAR",1,1,1,1,1,0,-1
"983","HYDROCORTISONE OINTMENT USP 2.5% 20GM TUBE BOX",1,1,1,1,1,0,-1
"984","HYDROMORPHONE HYDROCHLORIDE 10MG/ML 1 VIAL IN 1 CARTON / 50 ML IN 1 VIAL",1,0,0,0,0,0,-1
"985","HYDROXYUREA 500MG CAPSULE",1,1,0,0,0,0,-1
"986","HYDROXYZINE 25MG/ML VIAL",1,1,0,1,1,0,-1
"987","HYDROXYZINE 50MG/ML VIAL",1,1,0,1,1,0,-1
"988","IBANDRONATE SODIUM 150 MG TAB",1,0,0,0,0,0,-1
"989","IBUPROFEN TABLETS",1,0,0,0,0,0,-1
"990","IDAMYCIN PFS 1MG/ML VIAL",1,1,1,1,1,0,-1
"991","IDARUBICIN HCL 1MG/ML VIAL",1,1,1,1,1,0,-1
"992","IFEX INJECTION 3GM/ML 3GM VIALSD",1,1,0,0,0,0,-1
"993","IFOSFAMIDE FOR INFECTION 1 GM",1,1,1,1,1,0,-1
"994","IMIPENEM-CILASTATIN 250 MG VL",1,1,1,1,1,0,-1
"995","IMIPENEM-CILASTATIN 500 MG VL",1,1,1,1,1,0,-1
"996","IMIPRAMINE HCL 50MG TABLET (100 CT)",1,1,1,1,1,0,-1
"997","IMIQUIMOD 5% CREAM",1,1,1,1,1,0,-1
"998","INCIVEK 375MG/1 4 BOX IN 1 CARTON / 7 BLISTER PACK IN 1 BOX / 6 FILM COATED TABLETS IN BLISTER PA",1,0,0,0,0,0,-1
"999","INCRELEX 40MG/4ML 1 VIAL, MULTI-DOSE IN 1 CARTON / 4 ML IN 1 VIAL, MULTI-DOSE",1,0,0,0,0,0,-1
"1000","INDAPAMIDE 2.5MG TABLET USP (1000 CT)",1,1,1,1,1,0,-1
"1001","INDOCIN ORAL SUSPENSION 25MG/5ML 237 ML BOT",1,0,0,0,0,0,-1
"1002","INDOMETHACIN 75MG CAPSULE SA",1,0,0,1,1,0,-1
"1003","INDOMETHACIN CAPSULES",1,0,0,0,0,0,-1
"1004","INFERGEN INJECTION",1,0,0,0,0,0,-1
"1005","INTRALIPID 20% IV FAT EMUL",1,1,1,1,1,0,-1
"1006","INTRALIPID PHARMACY BULK PACKAGE FAT EMULSION 1.7-1.2-30GM 500ML BAG",1,1,1,1,0,0,-1
"1007","INTRON A 10MMU VIAL",1,1,1,1,0,0,-1
"1008","INTROVALE 3 CARTON IN 1 BOX / 1 KIT IN 1 CARTON",1,0,0,0,0,0,-1
"1009","INVEGA 3MG TABLET SR OSMOTIC PUSH 24HR",1,1,1,1,0,0,-1
"1010","INVEGA 6MG TABLET SR OSMOTIC PUSH 24HR",1,1,1,1,0,0,-1
"1011","INVEGA 9MG TABLET SR OSMOTIC PUSH 24HR",1,1,1,1,0,0,-1
"1012","INVEGA ER 1.5MG/ 30 TABLET BOTTLE",1,1,1,1,0,0,-1
"1013","IONOSOL B-D5W IV SOLUTION",1,1,1,1,1,0,-1
"1014","IONOSOL MB-D5W IV SOLUTION",1,1,1,1,1,0,-1
"1015","IPRATROPIUM BROMIDE 0.5MG/2.5ML 1 POUCH IN 1 CARTON / 30 VIAL IN 1 POUCH / 2.5 ML IN 1 VIAL",1,0,0,0,0,0,-1
"1016","IPRATROPIUM BROMIDE 42UG/1 1 BOTTLE, SPRAY IN 1 CARTON / 165 SPRAY, METERED IN 1 BOTTLE, SPRAY",1,0,0,0,0,0,-1
"1017","IPRATROPIUM BROMIDE AND ALBUTEROL SULFATE 2.5; 0.5MG/3ML; MG/3ML 6 POUCH IN 1 CARTON / 5 VIAL, PLAS",1,0,0,0,0,0,-1
"1018","IRBESARTAN 150 MG TABLET",1,0,0,0,0,0,-1
"1019","IRBESARTAN 300 MG TABLET",1,0,0,0,0,0,-1
"1020","IRBESARTAN 75 MG TABLET",1,0,0,0,0,0,-1
"1021","IRBESARTAN-HCTZ 150-12.5 MG TB",1,0,0,1,0,0,-1
"1022","IRBESARTAN-HCTZ 300-12.5 MG TB",1,0,0,0,0,0,-1
"1023","IRINOTECAN HCL 100 MG/5 ML VL",1,1,1,1,1,0,-1
"1024","ISOLYTE H IN 5% DEXTROSE",1,0,0,0,0,0,-1
"1025","ISOLYTE M IN 5% DEXTROSE INJECTION",1,0,0,0,0,0,-1
"1026","ISOLYTE P IN 5% DEXTROSE INJECTION",1,1,1,1,1,0,-1
"1027","ISOLYTE S IN 5% DEXTROSE INJECTION",1,0,0,0,0,0,-1
"1028","ISOLYTE S IV SOLUTION-EXCEL",1,1,1,1,1,0,-1
"1029","ISONIAZID 100MG TABLET",1,0,0,0,0,0,-1
"1030","ISONIAZID INJ 100MG/ML",1,1,1,1,1,0,-1
"1031","ISONIAZID TABLETS",1,0,0,0,0,0,-1
"1032","ISORDIL 40MG TABLET",1,0,0,0,0,0,-1
"1033","ISOSORBIDE DINITRATE 5MG/1 100 TABLET BOTTLE",1,0,0,0,0,0,-1
"1034","ISOSORBIDE DINITRATE TABLETS",1,0,0,0,0,0,-1
"1035","ISOSORBIDE DINITRATE TABLETS EXTENDED RELEASE",1,0,0,0,0,0,-1
"1036","ISOSORBIDE DN 10MG TABLET",1,0,0,0,0,0,-1
"1037","ISOSORBIDE DN 2.5 MG TAB SL",1,1,0,0,0,0,-1
"1038","ISOSORBIDE DN 20MG TABLET",1,1,1,1,1,0,-1
"1039","ISOSORBIDE DN 30MG TABLET",1,1,1,1,1,0,-1
"1040","ISOSORBIDE MONONITRATE ER TABLET 30MG (100 CT)",1,1,1,1,1,0,-1
"1041","ISOSORBIDE MONONITRATE TABLETS EXTENDED RELEASE 60MG 100 TABLETS BOT",1,1,1,1,1,0,-1
"1042","ISOTON GENTAMICIN 80MG/100ML",1,1,1,1,1,0,-1
"1043","ISTODAX KIT",1,0,0,0,0,0,-1
"1044","IXEMPRA 45 MG KIT",1,1,1,1,0,0,-1
"1045","JALYN CAPSULES",1,0,0,0,0,0,-1
"1046","JANTOVEN 1MG TABLET",1,1,1,1,1,0,-1
"1047","JANTOVEN 3MG TABLET",1,1,1,1,1,0,-1
"1048","JANTOVEN 4MG TABLET",1,1,1,1,1,0,-1
"1049","JANTOVEN WARFARIN SODIUM 10MG TABLET (500 CT)",1,1,1,1,1,0,-1
"1050","JANTOVEN WARFARIN SODIUM TABLET 2MG (1000 CT)",1,1,1,1,1,0,-1
"1051","JANUMET 50-1000MG TABLET",1,1,1,1,1,0,-1
"1052","JANUMET 50MG-500MG TABLET",1,1,1,1,1,0,-1
"1053","JANUVIA 50MG TABLET",1,1,1,1,1,0,-1
"1054","JEVTANA KIT",1,0,0,0,0,0,-1
"1055","JUVISYNC 100-10 MG TABLET",1,0,0,0,0,0,-1
"1056","JUVISYNC 100-20 MG TABLET",1,0,0,0,0,0,-1
"1057","JUVISYNC 100-40 MG TABLET",1,0,0,0,0,0,-1
"1058","JUVISYNC 50-10 MG TABLET",1,0,0,0,0,0,-1
"1059","JUVISYNC 50-20 MG TABLET",1,0,0,0,0,0,-1
"1060","JUVISYNC 50-40 MG TABLET",1,0,0,0,0,0,-1
"1061","KALETRA ORAL SOLUTION",1,0,0,0,0,0,-1
"1062","KANAMYCIN 1GM/3ML VIAL",1,0,0,0,0,0,-1
"1063","KAPVAY 0.2MG/1",1,1,0,0,0,0,-1
"1064","KENALOG 0.147MG/G 63 G IN 1 CAN",1,1,1,1,0,0,-1
"1065","KETEK 300MG/1 20 FILM COATED TABLETS IN BOTTLE",1,1,1,1,0,0,-1
"1066","KETEK 400MG TABLET",1,1,1,1,0,0,-1
"1067","KETOCONAZOLE 200MG 100 TABLET BOTTLE",1,1,1,1,1,0,-1
"1068","KETOCONAZOLE SHAMPOO",1,1,1,1,1,0,-1
"1069","KETOPROFEN 200MG CAPSULE 24HR SR PELLETS",1,1,1,0,0,0,-1
"1070","KETOPROFEN 50MG CAPSULE",1,1,1,1,1,0,-1
"1071","KETOROLAC TROMETHAMINE 4MG/ML 1 BOTTLE, DROPPER IN 1 CARTON / 5 ML IN 1 BOTTLE, DROPPER",1,0,0,0,0,0,-1
"1072","KETOROLAC TROMETHAMINE 5MG/ML 10 ML IN 1 BOTTLE",1,1,1,1,0,0,-1
"1073","KLOR-CON 10MEQ TABLET SA",1,0,0,0,0,0,-1
"1074","KLOR-CON 8MEQ TABLET SA",1,0,0,0,0,0,-1
"1075","KLOR-CON M15 15MEQ TABLET SR PARTICLES/CRYSTALS",1,0,0,0,0,0,-1
"1076","KLOR-CON M20 TABLET 20MEQ ER",1,1,0,0,0,0,-1
"1077","KOMBIGLYZE XR 1000; 2.5MG/1; MG/1 60 TABLET, FILM COATED, EXTENDED RELEASE IN 1 BOTTLE, PLASTIC",1,1,0,0,0,0,-1
"1078","KOMBIGLYZE XR 1000; 5MG/1; MG/1 30 TABLET, FILM COATED, EXTENDED RELEASE IN 1 BOTTLE, PLASTIC",1,1,0,0,0,0,-1
"1079","KOMBIGLYZE XR 500; 5MG/1; MG/1 30 TABLET, FILM COATED, EXTENDED RELEASE IN 1 BOTTLE, PLASTIC",1,1,0,0,0,0,-1
"1080","L1 PROTEIN, HUMAN PAPILLOMAVIRUS TYPE 16 VACCINE 0.04 MG/ML / L1 PROTEIN, HUMAN PAPILLOMAVIRU",1,0,0,0,0,0,-1
"1081","LABETALOL HCL 100MG TABLET",1,1,1,1,1,0,-1
"1082","LABETALOL HCL 200MG TABLET",1,1,1,1,1,0,-1
"1083","LABETALOL HCL 300MG TABLET",1,1,1,1,1,0,-1
"1084","LABETALOL HCL 5MG/20ML VIAL",1,1,1,1,1,0,-1
"1085","LACLOTION 12% LOTION",1,0,0,0,0,0,-1
"1086","LACRISERT 5 MG EYE INSERT",1,1,1,0,0,0,-1
"1087","LACTATED RINGERS 200; 300; 6; 3.1MG/1000ML; MG/1000ML; G/1000ML; G/1000ML 5000 ML IN 1 BAG",1,0,0,0,0,0,-1
"1088","LACTATED RINGERS INJECTION",1,1,1,1,1,0,-1
"1089","LACTULOSE SOLUTION ORAL 10GM/15ML 946ML BOT",1,1,1,1,1,0,-1
"1090","LAMICTAL 100MG TABLET",1,0,0,0,0,0,-1
"1091","LAMICTAL 150MG TABLET",1,0,0,0,0,0,-1
"1092","LAMICTAL 200MG TABLET",1,0,0,0,0,0,-1
"1093","LAMICTAL 25MG DISPER TABLET CHEW",1,0,0,0,0,0,-1
"1094","LAMICTAL 25MG TABLET",1,0,0,0,0,0,-1
"1095","LAMICTAL 25MG TABLET STARTER KIT",1,1,1,1,0,0,-1
"1096","LAMICTAL 5MG DISPER TABLET CHEW",1,0,0,0,0,0,-1
"1097","LAMICTAL KIT 100;25MG;MG",1,1,1,1,0,0,-1
"1098","LAMICTAL ODT 100MG/1 30 TABLET, ORALLY DISINTEGRATING IN 1 DOSE PACK",1,1,1,1,0,0,-1
"1099","LAMICTAL ODT 200MG/1 30 TABLET, ORALLY DISINTEGRATING IN 1 DOSE PACK",1,1,1,1,0,0,-1
"1100","LAMICTAL ODT 25MG/1 30 TABLET, ORALLY DISINTEGRATING IN 1 DOSE PACK",1,1,1,1,0,0,-1
"1101","LAMICTAL ODT 50MG/1 30 TABLET, ORALLY DISINTEGRATING IN 1 DOSE PACK",1,1,1,1,0,0,-1
"1102","LAMICTAL TABLET STARTER KIT",1,0,0,0,0,0,-1
"1103","LAMICTAL XR 100 MG TABLET",1,0,0,0,0,0,-1
"1104","LAMICTAL XR 200 MG TABLET",1,0,0,0,0,0,-1
"1105","LAMICTAL XR 25 MG TABLET",1,0,0,0,0,0,-1
"1106","LAMICTAL XR 250MG/1 30 TABLET, FILM COATED, EXTENDED RELEASE IN 1 BOTTLE",1,0,0,0,0,0,-1
"1107","LAMICTAL XR 300MG/1 30 TABLET, FILM COATED, EXTENDED RELEASE IN 1 BOTTLE",1,0,0,0,0,0,-1
"1108","LAMICTAL XR 50 MG TABLET",1,0,0,0,0,0,-1
"1109","LAMICTAL XR START KIT (BLUE)",1,1,1,1,0,0,-1
"1110","LAMICTAL XR START KIT (GREEN)",1,1,1,1,0,0,-1
"1111","LAMICTAL XR START KIT (ORANGE)",1,1,1,1,0,0,-1
"1112","LANOXIN 0.125MG TABLET",1,0,0,0,0,0,-1
"1113","LANOXIN 0.25MG TABLET",1,1,0,0,0,0,-1
"1114","LANOXIN 250UG/ML 10 AMPULE IN 1 BOX / 2 ML IN 1 AMPULE",1,0,0,0,0,0,-1
"1115","LANOXIN PED 0.1MG/ML AMPUL",1,0,0,0,0,0,-1
"1116","LANREOTIDE 240 MG/ML PREFILLED SYRINGE [SOMATULINE]",1,1,1,0,0,0,-1
"1117","LANSOPRAZOLE 15MG/1 30 CAPSULE, DELAYED RELEASE PELLETS IN 1 BOTTLE, PLASTIC",1,1,1,0,0,0,-1
"1118","LANSOPRAZOLE 30MG/1 30 CAPSULE, DELAYED RELEASE IN 1 BOTTLE",1,1,1,0,0,0,-1
"1119","LATANOPROST OPHTHALMIC SOLUTION .005%",1,0,0,0,0,0,-1
"1120","LATUDA 40MG/1",1,1,1,1,1,0,-1
"1121","LATUDA 80MG/1",1,1,1,1,1,0,-1
"1122","LEFLUNOMIDE 10MG TABLET",1,1,1,1,1,0,-1
"1123","LEFLUNOMIDE TABLETS",1,0,0,0,0,0,-1
"1124","LESSINA 3 POUCH IN 1 CARTON / 1 BLISTER PACK IN 1 POUCH / 1 KIT IN 1 BLISTER PACK",1,0,0,0,0,0,-1
"1125","LETAIRIS 10MG TABLET",1,1,1,1,0,0,-1
"1126","LETAIRIS 5MG TABLET",1,1,1,1,0,0,-1
"1127","LETROZOLE 2.5MG/1 500 FILM COATED TABLETS IN BOTTLE, PLASTIC",1,1,0,0,0,0,-1
"1128","LEUCOVORIN CALCIUM 350MG VL",1,1,1,1,1,0,-1
"1129","LEUCOVORIN CALCIUM 5MG TABLET",1,1,1,1,1,0,-1
"1130","LEUKERAN 2MG TABLET",1,0,0,0,0,0,-1
"1131","LEUKINE 500 MCG/ML",1,0,0,0,0,0,-1
"1132","LEUKINE INJECTION 250 MCG/ML",1,0,0,0,0,0,-1
"1133","LEUPROLIDE ACETATE INJECTION",1,0,0,0,0,0,-1
"1134","LEVALBUTEROL 1.25 MG/0.5 ML",1,1,0,0,0,0,-1
"1135","LEVAQUIN 25MG/ML 480 ML IN 1 BOTTLE",1,0,0,0,0,0,-1
"1136","LEVAQUIN INJECTION 5 MG/ML",1,0,0,0,0,0,-1
"1137","LEVEMIR 14.2MG/ML 5 SYRINGE, PLASTIC IN 1 CARTON / 3 ML IN 1 SYRINGE, PLASTIC",1,0,0,0,0,0,-1
"1138","LEVETIRACETAM 100 MG/ML SOLN 100MG/ML 16 FL OZ BOT",1,1,0,0,0,0,-1
"1139","LEVETIRACETAM 100MG/ML INJECTION",1,1,1,1,0,0,-1
"1140","LEVETIRACETAM 500 MG TABLET 120 BOT",1,1,1,1,1,0,-1
"1141","LEVETIRACETAM 750MG/1 60 TABLET, FILM COATED, EXTENDED RELEASE IN 1 BOTTLE",1,0,0,0,0,0,-1
"1142","LEVETIRACETAM TABLETS 1000MG 60 BOT",1,1,1,1,1,0,-1
"1143","LEVETIRACETAM TABLETS 250MG 500 BOT",1,1,1,1,1,0,-1
"1144","LEVETIRACETAM TABLETS 750MG 500 BOT",1,1,1,1,1,0,-1
"1145","LEVOCARNITINE 100MG/ML SOLUTION ORAL",1,1,1,1,0,0,-1
"1146","LEVOCARNITINE 200MG/ML VIAL",1,1,1,1,0,0,-1
"1147","LEVOCARNITINE TABLET 330MG 90 BLPK",1,1,1,1,0,0,-1
"1148","LEVOCETIRIZINE DIHYDROCHLORIDE 5MG/1 30 TABLET BOTTLE",1,1,0,0,0,0,-1
"1149","LEVOFLOXACIN 250MG/1",1,0,0,0,0,0,-1
"1150","LEVOFLOXACIN 25MG/ML 1 BOTTLE IN 1 CARTON / 100 ML IN 1 BOTTLE",1,0,0,0,0,0,-1
"1151","LEVOFLOXACIN 25MG/ML 1 VIAL IN 1 CARTON / 30 ML IN 1 VIAL",1,0,0,0,0,0,-1
"1152","LEVOFLOXACIN 500MG/1",1,0,0,0,0,0,-1
"1153","LEVOFLOXACIN 5MG/ML 1 BOTTLE, DROPPER IN 1 CARTON / 5 ML IN 1 BOTTLE, DROPPER",1,0,0,0,0,0,-1
"1154","LEVOFLOXACIN 5MG/ML 24 POUCH IN 1 CARTON / 1 BAG IN 1 POUCH / 100 ML IN 1 BAG",1,0,0,0,0,0,-1
"1155","LEVOFLOXACIN 750MG/1",1,0,0,0,0,0,-1
"1156","LEVORA-28 TABLET 0.15/30",1,1,1,1,0,0,-1
"1157","LEVORPHANOL TARTRATE 2MG 100 TABLET BOTTLE",1,1,1,0,0,0,-1
"1158","LEVOTHROID 100UG/1 100 TABLET BOTTLE",1,0,0,0,0,0,-1
"1159","LEVOTHROID 112UG/1 100 TABLET BOTTLE",1,0,0,0,0,0,-1
"1160","LEVOTHROID 125UG/1 100 TABLET BOTTLE",1,0,0,0,0,0,-1
"1161","LEVOTHROID 137UG/1 100 TABLET BOTTLE",1,0,0,0,0,0,-1
"1162","LEVOTHROID 150UG/1 100 TABLET BOTTLE",1,0,0,0,0,0,-1
"1163","LEVOTHROID 175UG/1 100 TABLET BOTTLE",1,0,0,0,0,0,-1
"1164","LEVOTHROID 200UG/1 100 TABLET BOTTLE",1,0,0,0,0,0,-1
"1165","LEVOTHROID 25UG/1 100 TABLET BOTTLE",1,0,0,0,0,0,-1
"1166","LEVOTHROID 300UG/1 100 TABLET BOTTLE",1,0,0,0,0,0,-1
"1167","LEVOTHROID 50UG/1 100 TABLET BOTTLE",1,0,0,0,0,0,-1
"1168","LEVOTHROID 75UG/1 100 TABLET BOTTLE",1,0,0,0,0,0,-1
"1169","LEVOTHROID 88UG/1 100 TABLET BOTTLE",1,0,0,0,0,0,-1
"1170","LEVOTHYROXINE SODIUM 100UG/1 100 BOTTLE, PLASTIC IN 1 BOTTLE, PLASTIC / 100 TABLET BOTTLE, PLA",1,1,1,1,0,0,-1
"1171","LEVOTHYROXINE SODIUM 112UG/1 100 BOTTLE, PLASTIC IN 1 BOTTLE, PLASTIC / 100 TABLET BOTTLE, PLA",1,1,1,1,0,0,-1
"1172","LEVOTHYROXINE SODIUM 125UG/1 100 BOTTLE, PLASTIC IN 1 BOTTLE, PLASTIC / 100 TABLET BOTTLE, PLA",1,1,1,0,0,0,-1
"1173","LEVOTHYROXINE SODIUM 137MCG TABLET",1,1,1,0,0,0,-1
"1174","LEVOTHYROXINE SODIUM 150UG/1 100 BOTTLE, PLASTIC IN 1 BOTTLE, PLASTIC / 100 TABLET BOTTLE, PLA",1,1,1,1,0,0,-1
"1175","LEVOTHYROXINE SODIUM 175UG/1 100 BOTTLE, PLASTIC IN 1 BOTTLE, PLASTIC / 100 TABLET BOTTLE, PLA",1,1,1,0,0,0,-1
"1176","LEVOTHYROXINE SODIUM 200UG/1 100 BOTTLE, PLASTIC IN 1 BOTTLE, PLASTIC / 100 TABLET BOTTLE, PLA",1,1,1,1,0,0,-1
"1177","LEVOTHYROXINE SODIUM 25UG/1 100 BOTTLE, PLASTIC IN 1 BOTTLE, PLASTIC / 100 TABLET BOTTLE, PLAS",1,1,1,1,0,0,-1
"1178","LEVOTHYROXINE SODIUM 300UG/1 100 BOTTLE, PLASTIC IN 1 BOTTLE, PLASTIC / 100 TABLET BOTTLE, PLA",1,1,1,0,0,0,-1
"1179","LEVOTHYROXINE SODIUM 50UG/1 100 BOTTLE, PLASTIC IN 1 BOTTLE, PLASTIC / 100 TABLET BOTTLE, PLAS",1,1,1,1,0,0,-1
"1180","LEVOTHYROXINE SODIUM 75UG/1 100 BOTTLE, PLASTIC IN 1 BOTTLE, PLASTIC / 100 TABLET BOTTLE, PLAS",1,1,1,0,0,0,-1
"1181","LEVOTHYROXINE SODIUM 88UG/1 100 BOTTLE, PLASTIC IN 1 BOTTLE, PLASTIC / 100 TABLET BOTTLE, PLAS",1,1,1,1,0,0,-1
"1182","LEVOXYL 100MCG TABLET (1000 CT)",1,1,0,0,0,0,-1
"1183","LEVOXYL 112MCG TABLET (1000 CT)",1,1,0,0,0,0,-1
"1184","LEVOXYL 125MCG TABLET (1000 CT)",1,1,0,0,0,0,-1
"1185","LEVOXYL 137MCG TABLET (1000 CT)",1,1,0,0,0,0,-1
"1186","LEVOXYL 150MCG TABLET (1000 CT)",1,1,1,1,1,0,-1
"1187","LEVOXYL 175MCG TABLET (1000 CT)",1,1,1,1,0,0,-1
"1188","LEVOXYL 200MCG TABLET (1000 CT)",1,1,0,0,0,0,-1
"1189","LEVOXYL 25MCG TABLET (1000 CT)",1,1,0,0,0,0,-1
"1190","LEVOXYL 50MCG TABLET (1000 CT)",1,1,0,0,0,0,-1
"1191","LEVOXYL 75MCG TABLET (1000 CT)",1,1,1,1,1,0,-1
"1192","LEVOXYL 88MCG TABLET (1000 CT)",1,1,0,0,0,0,-1
"1193","LEXIVA TABLETS",1,0,0,0,0,0,-1
"1194","LIDOCAINE 5% OINTMENT",1,1,1,1,0,0,-1
"1195","LIDOCAINE HCL 1% VIAL",1,1,0,0,0,0,-1
"1196","LIDOCAINE HCL 2% JELLY",1,2,2,2,2,0,-1
"1197","LIDOCAINE HCL TOPICAL SOLUTION 4% 50ML BOT",1,1,1,1,0,0,-1
"1198","LIDOCAINE HYDROCHLORIDE 5MG/ML 25 VIAL, SINGLE-DOSE IN 1 CONTAINER / 50 ML IN 1 VIAL, SINGLE-DOSE",1,1,1,1,1,0,-1
"1199","LIDOCAINE HYDROCHLORIDE ORAL TOPICAL SOLUTION 20MG 100 ML BOT",1,1,1,1,0,0,-1
"1200","LIDOCAINE-PRILOCAINE 2.5%-2.5% CREAM",1,1,0,0,0,0,-1
"1201","LIDODERM 5% PATCH",1,1,0,0,0,0,-1
"1202","LINDANE 10MG/ML",1,1,1,0,0,0,-1
"1203","LIORESAL 0.05MG/ML",1,0,0,0,0,0,-1
"1204","LIORESAL 0.5MG/ML",1,0,0,0,0,0,-1
"1205","LIORESAL 2MG/ML",1,0,0,0,0,0,-1
"1206","LIOTHYRONINE SODIUM 10UG/ML 1 VIAL IN 1 CARTON / 1 ML IN 1 VIAL",1,0,0,0,0,0,-1
"1207","LIOTHYRONINE SODIUM TABLETS 25MCG 100 TABLETS BOT",1,1,1,1,1,0,-1
"1208","LIOTHYRONINE SODIUM TABLETS 5MCG 100 TABLETS BOT",1,1,1,1,1,0,-1
"1209","LIPOSYN III 1.2; 2.5; 10G/100ML; G/100ML; G/100ML 12 BOTTLE, GLASS IN 1 CASE / 250 ML IN 1 BOTTLE,",1,1,1,0,0,0,-1
"1210","LIPOSYN III 1.2; 2.5; 20G/100ML; G/100ML; G/100ML 12 BOTTLE, GLASS IN 1 CASE / 250 ML IN 1 BOTTLE,",1,1,1,0,0,0,-1
"1211","LISINOPRIL 10MG TABLET (100 CT)",1,1,1,1,1,0,-1
"1212","LISINOPRIL 20MG TABLET",1,0,0,0,0,0,-1
"1213","LISINOPRIL 30MG TABLET (100 CT)",1,1,1,1,1,0,-1
"1214","LISINOPRIL 40MG TABLET (500 CT)",1,1,1,1,1,0,-1
"1215","LISINOPRIL 5MG/1 1000 TABLET BOTTLE",1,1,1,1,1,0,-1
"1216","LISINOPRIL-HCTZ 10/12.5 TABLET",1,0,0,0,0,0,-1
"1217","LISINOPRIL-HCTZ 20-25MG TABLET (100 CT)",1,1,1,1,1,0,-1
