name,tier_num,tier_desc,cost_share_30_day,cost_share_90_day,management,year
LAMIVUDINE 150 MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LAMIVUDINE 300 MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LAMIVUDINE HBV 100 MG TABLET,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
LAMIVUDINE-ZIDOVUDINE TABLET,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
LAMOTRIGINE 150MG TABLET (60 CT),2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LAMOTRIGINE 200MG TABLET (60 CT),2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LAMOTRIGINE 25MG TABLET (100 CT),2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LAMOTRIGINE 25MG TABLET DISPERSIBLE,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LAMOTRIGINE 5MG TABLET DISPERSIBLE,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LAMOTRIGINE TABLET 100MG (100 CT),2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LARIN 1.5 MG-30 MCG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LARIN 21 1-20 TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LARIN FE 1-20 TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LARIN FE 1.5-30 TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LARISSIA-28 TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
"LASTACAFT 2.5MG/ML 1 BOTTLE, PLASTIC PER CARTON / 3 ML IN 1 BOTTLE, PLASTIC",4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
LATANOPROST 0.005% EYE DROPS,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LATUDA 120 MG TABLET,4,Non-Preferred Drug,46%,46%,Q:30/30Days,2018-01-01T00:00:00Z
LATUDA 20 MG TABLET,4,Non-Preferred Drug,46%,46%,Q:240/30Days,2018-01-01T00:00:00Z
LATUDA 40 MG TABLET,4,Non-Preferred Drug,46%,46%,Q:30/30Days,2018-01-01T00:00:00Z
LATUDA 60 MG TABLET,4,Non-Preferred Drug,46%,46%,Q:60/30Days,2018-01-01T00:00:00Z
LATUDA 80 MG TABLET,4,Non-Preferred Drug,46%,46%,Q:60/30Days,2018-01-01T00:00:00Z
LEENA 28 TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LEFLUNOMIDE 10 MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LEFLUNOMIDE 20 MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LENVIMA 10 MG DAILY DOSE,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
LENVIMA 14 MG DAILY DOSE,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
LENVIMA 18 MG DAILY DOSE,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
LENVIMA 20 MG DAILY DOSE,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
LENVIMA 24 MG DAILY DOSE,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
LENVIMA 8 MG DAILY DOSE,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
LESSINA 3 POUCH PER CARTON / 1 BLISTER PACK IN 1 POUCH / 1 KIT PER BLISTER PACK,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LETAIRIS 10 MG TABLET,5,Specialty Tier,33%,N/A,P Q:30/30Days,2018-01-01T00:00:00Z
LETAIRIS 5 MG TABLET,5,Specialty Tier,33%,N/A,P Q:30/30Days,2018-01-01T00:00:00Z
LETROZOLE 2.5 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LEUCOVORIN CALCIUM 100MG VL,4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
LEUCOVORIN CALCIUM 10MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LEUCOVORIN CALCIUM 15MG/1 24 TABLET BOTTLE,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LEUCOVORIN CALCIUM 25MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LEUCOVORIN CALCIUM 350 MG VIAL,4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
LEUCOVORIN CALCIUM 5 MG TAB,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LEUKERAN 2 MG TABLET,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
LEUPROLIDE 2WK 14 MG/2.8 ML KT,3,Preferred Brand,$42.00 ,$105.00 ,P,2018-01-01T00:00:00Z
LEVEMIR 100UNITS/ML VIAL,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LEVEMIR FLEXTOUCH 100 UNITS/ML,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
"LEVETIRACETAM 1,000 MG TABLET",3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LEVETIRACETAM 100 MG/ML SOLN,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LEVETIRACETAM 100 ML 10 MG/ML INJECTION,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
LEVETIRACETAM 100 ML 15 MG/ML INJECTION,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
LEVETIRACETAM 100 ML 5 MG/ML INJECTION,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
LEVETIRACETAM 250 MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LEVETIRACETAM 500 MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LEVETIRACETAM 500 MG/5 ML VIAL,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
LEVETIRACETAM 750 MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LEVETIRACETAM ER 500 MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LEVETIRACETAM ER 750 MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LEVOBUNOLOL HYDROCHLORIDE OPHTHALMIC SOLUTION,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LEVOCARNITINE 1 G/10 ML SOLN,4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
LEVOCARNITINE 330 MG TABLET,4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
LEVOCETIRIZINE 5 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LEVOFLOXACIN 25 MG/ML SOLUTION [LEVAQUIN],4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
LEVOFLOXACIN 250 MG TABLET [LEVAQUIN],2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LEVOFLOXACIN 500 MG PER 20 ML INJECTION [LEVAQUIN],4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
LEVOFLOXACIN 500 MG TABLET [LEVAQUIN],2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LEVOFLOXACIN 5MG/ML 24 POUCH PER CARTON / 1 BAG IN 1 POUCH / 100 ML IN 1 BAG [LEVAQUIN],4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
LEVOFLOXACIN 750 MG TABLET [LEVAQUIN],2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LEVOFLOXACIN 750 MG/150 ML-D5W [LEVAQUIN],4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
LEVOLEUCOVORIN 175 MG/17.5 ML [FUSILEV],5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
LEVONEST-28 TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LEVONOR-ETH ESTRAD 0.1-0.02 MG,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LEVONOR-ETH ESTRAD 0.15-0.03,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LEVONOR-ETH ESTRAD TRIPHASIC,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LEVORA-28 TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LEVOTHYROXINE 100 MCG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LEVOTHYROXINE 112 MCG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LEVOTHYROXINE 125 MCG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LEVOTHYROXINE 137 MCG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LEVOTHYROXINE 150 MCG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LEVOTHYROXINE 175 MCG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LEVOTHYROXINE 200 MCG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LEVOTHYROXINE 25 MCG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LEVOTHYROXINE 300 MCG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LEVOTHYROXINE 50 MCG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LEVOTHYROXINE 75 MCG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LEVOTHYROXINE 88 MCG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LEXIVA 50MG/ML 225 ML IN 1 BOTTLE,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
LEXIVA 700MG TABLETS,5,Specialty Tier,33%,N/A,None,2018-01-01T00:00:00Z
LIDOCAINE 2% VISCOUS SOLN,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LIDOCAINE 5% OINTMENT,4,Non-Preferred Drug,46%,46%,P Q:50/30Days,2018-01-01T00:00:00Z
LIDOCAINE 5% PATCH,4,Non-Preferred Drug,46%,46%,P Q:3/1Days,2018-01-01T00:00:00Z
LIDOCAINE HCL 2% JELLY 30ML TUBE,3,Preferred Brand,$42.00 ,$105.00 ,P Q:30/30Days,2018-01-01T00:00:00Z
LIDOCAINE HCL 4% SOLUTION,2,Generic,$13.00 ,$32.50 ,P Q:50/30Days,2018-01-01T00:00:00Z
"LIDOCAINE HYDROCHLORIDE 20MG/ML 25 VIAL, MULTI-DOSE IN 1 TRAY / 20 ML IN 1 VIAL, MULTI-DOSE",4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
LIDOCAINE HYDROCHLORIDE 5 ML 10 MG/ML INJECTION,4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
"LIDOCAINE HYDROCHLORIDE 5MG/ML 25 VIAL, SINGLE-DOSE IN 1 CONTAINER / 50 ML IN 1 VIAL, SINGLE-DOSE",4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
LIDOCAINE-PRILOCAINE CREAM,4,Non-Preferred Drug,46%,46%,P Q:30/30Days,2018-01-01T00:00:00Z
LINEZOLID 2 MG/ML 300 ML INJECTION [ZYVOX],5,Specialty Tier,33%,N/A,None,2018-01-01T00:00:00Z
LINEZOLID 20 MG/ML ORAL SUSPENSION [ZYVOX],5,Specialty Tier,33%,N/A,None,2018-01-01T00:00:00Z
LINEZOLID 600 MG TABLET [ZYVOX],5,Specialty Tier,33%,N/A,None,2018-01-01T00:00:00Z
LINZESS 145 MCG CAPSULE,3,Preferred Brand,$42.00 ,$105.00 ,Q:60/30Days,2018-01-01T00:00:00Z
LINZESS 290 MCG CAPSULE,3,Preferred Brand,$42.00 ,$105.00 ,Q:30/30Days,2018-01-01T00:00:00Z
LINZESS 72 MCG CAPSULE,3,Preferred Brand,$42.00 ,$105.00 ,Q:30/30Days,2018-01-01T00:00:00Z
LIOTHYRONINE SOD 25 MCG TAB,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LIOTHYRONINE SOD 5 MCG TAB,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LIOTHYRONINE SODIUM TABLETS 50MCG 100 TABLETS BOT,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LISINOPRIL 10 MG TABLET,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
LISINOPRIL 2.5 MG TABLET,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
LISINOPRIL 20 MG TABLET,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
LISINOPRIL 30 MG ORAL TABLET,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
LISINOPRIL 40 MG TABLET,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
LISINOPRIL 5 MG TABLET,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
LISINOPRIL-HCTZ 10-12.5 MG TAB,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
LISINOPRIL-HCTZ 20-12.5 MG TAB,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
LISINOPRIL-HCTZ 20-25 MG TAB,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
"LITHIUM CARBONATE 150MG/1 100 CAPSULE BOTTLE, PLASTIC",2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LITHIUM CARBONATE 300 MG TAB,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LITHIUM CARBONATE 300MG CAPSULE (100 CT),2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LITHIUM CARBONATE 450MG/1,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LITHIUM CARBONATE 600 MG CAP,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LITHIUM CARBONATE ER 300 MG TB,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LITHIUM CIT 8MEQ/5ML SYRUP,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LONSURF 15 MG-6.14 MG TABLET,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
LONSURF 20 MG-8.19 MG TABLET,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
LOPERAMIDE HCL 2MG CAPSULE,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LOPINAVIR-RITONAVIR 80-20MG/ML [KALETRA],5,Specialty Tier,33%,N/A,None,2018-01-01T00:00:00Z
LORAZEPAM 0.5 MG TABLET,2,Generic,$13.00 ,$32.50 ,Q:150/30Days,2018-01-01T00:00:00Z
LORAZEPAM 1 MG TABLET,2,Generic,$13.00 ,$32.50 ,Q:150/30Days,2018-01-01T00:00:00Z
LORAZEPAM 2 MG TABLET,2,Generic,$13.00 ,$32.50 ,Q:150/30Days,2018-01-01T00:00:00Z
"LORAZEPAM 2MG/ML 30 ML IN 1 BOTTLE, DROPPER",3,Preferred Brand,$42.00 ,$105.00 ,Q:150/30Days,2018-01-01T00:00:00Z
LORCET HD 10-325 MG TABLET,2,Generic,$13.00 ,$32.50 ,Q:360/30Days,2018-01-01T00:00:00Z
LORCET PLUS 7.5-325 MG TABLET,2,Generic,$13.00 ,$32.50 ,Q:360/30Days,2018-01-01T00:00:00Z
LORTAB 10-325 MG TABLET,2,Generic,$13.00 ,$32.50 ,Q:360/30Days,2018-01-01T00:00:00Z
LORTAB 5-325 MG TABLET,2,Generic,$13.00 ,$32.50 ,Q:360/30Days,2018-01-01T00:00:00Z
LORTAB 7.5-325 MG TABLET,2,Generic,$13.00 ,$32.50 ,Q:360/30Days,2018-01-01T00:00:00Z
LORYNA (DROSPIRENONE AND ETHINYL ESTRADIOL) 3 CARTON IN 1 BOX / 1 KIT PER CARTON,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LOSARTAN POTASSIUM 100 MG TAB,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
LOSARTAN POTASSIUM 25 MG TAB,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
LOSARTAN POTASSIUM 50 MG TAB,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
LOSARTAN-HCTZ 100-12.5 MG TAB,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LOSARTAN-HCTZ 100-25 MG TAB,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LOSARTAN-HCTZ 50-12.5 MG TAB,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
LOTEMAX 0.5% EYE DROPS,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LOTEMAX 0.5% OPHTHALMIC GEL,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LOTEMAX 5MG/G 1 TUBE PER CARTON / 3.5 G IN 1 TUBE,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LOVASTATIN 10 MG TABLET,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
LOVASTATIN 20 MG TABLET,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
LOVASTATIN 40 MG TABLET,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
LOW-OGESTREL-28 TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LOXAPINE 10 MG CAPSULE,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LOXAPINE 25MG CAPSULE (100 CT),3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LOXAPINE 50 MG CAPSULE,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LOXAPINE CAPSULES 5MG 100 BOT,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LUMIGAN 0.01% EYE DROPS,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LUMIZYME 5MG/ML,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
LUPRON DEPOT 11.25 MG 3MO KIT,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
LUPRON DEPOT 3.75 MG KIT,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
LUPRON DEPOT-PED 11.25 MG KIT,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
LUPRON DEPOT-PED 15 MG KIT,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
LUTERA-28 TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LYNPARZA 50 MG CAPSULE,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
LYRICA 100MG CAPSULE,3,Preferred Brand,$42.00 ,$105.00 ,Q:120/30Days,2018-01-01T00:00:00Z
LYRICA 150MG CAPSULE,3,Preferred Brand,$42.00 ,$105.00 ,Q:120/30Days,2018-01-01T00:00:00Z
LYRICA 20 MG/ML ORAL SOLUTION,3,Preferred Brand,$42.00 ,$105.00 ,Q:946/30Days,2018-01-01T00:00:00Z
LYRICA 200MG CAPSULE,3,Preferred Brand,$42.00 ,$105.00 ,Q:90/30Days,2018-01-01T00:00:00Z
LYRICA 225MG CAPSULE,3,Preferred Brand,$42.00 ,$105.00 ,Q:60/30Days,2018-01-01T00:00:00Z
LYRICA 25MG CAPSULE,3,Preferred Brand,$42.00 ,$105.00 ,Q:120/30Days,2018-01-01T00:00:00Z
LYRICA 300MG CAPSULE,3,Preferred Brand,$42.00 ,$105.00 ,Q:60/30Days,2018-01-01T00:00:00Z
LYRICA 50MG CAPSULE,3,Preferred Brand,$42.00 ,$105.00 ,Q:120/30Days,2018-01-01T00:00:00Z
LYRICA 75MG CAPSULE,3,Preferred Brand,$42.00 ,$105.00 ,Q:120/30Days,2018-01-01T00:00:00Z
LYSODREN 500MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
LYZA 0.35 MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
M-M-R II VACCINE W/DILUENT 1 DOSE/0.5ML,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
MAGNESIUM SULFATE 50% VIAL,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
MAGNESIUM SULFATE INJECTION 5 GM/10ML,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
MALATHION 0.5% LOTION,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
MAPROTILINE 25MG TABLET,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
MAPROTILINE 50MG TABLET,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
MAPROTILINE 75MG TABLET,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
MARLISSA-28 TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
MARPLAN 10MG TABLET (100 CT),4,Non-Preferred Drug,46%,46%,Q:180/30Days,2018-01-01T00:00:00Z
MATULANE 50MG CAPSULE,5,Specialty Tier,33%,N/A,None,2018-01-01T00:00:00Z
MEASLES VIRUS VACCINE LIVE 20000 UNT/ML 0.5 ML INJECTION [PROQUAD],3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
MECLIZINE 12.5 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
MECLIZINE 25 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
MEDROXYPROGESTERONE 10 MG TAB,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
MEDROXYPROGESTERONE 150 MG/ML,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
MEDROXYPROGESTERONE 2.5 MG TAB,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
MEDROXYPROGESTERONE 5 MG TAB,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
MEFLOQUINE HCL 250 MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
MEGESTROL 20 MG TABLET,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
MEGESTROL 40 MG TABLET,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
MEGESTROL 625 MG/5 ML SUSP,4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
MEGESTROL ACET 40 MG/ML SUSP,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
MEKINIST 0.5 MG TABLET,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
MEKINIST 2 MG TABLET,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
MELOXICAM 15 MG TABLET,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
MELOXICAM 7.5 MG TABLET,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
MELPHALAN 5 MG/ML INJECTABLE SOLUTION,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
MEMANTINE HCL 10 MG TABLET [NAMENDA],3,Preferred Brand,$42.00 ,$105.00 ,P,2018-01-01T00:00:00Z
MEMANTINE HCL 2 MG/ML SOLUTION [NAMENDA],4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
MEMANTINE HCL 5 MG TABLET [NAMENDA],3,Preferred Brand,$42.00 ,$105.00 ,P,2018-01-01T00:00:00Z
"MENACTRA 4; 4; 4; 4UG/0.5ML; UG/0.5ML; UG/0.5ML; UG/0.5ML 5 VIAL, SINGLE-DOSE IN 1 PACKAGE / 0.5 ML",3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
MENOMUNE-A/C/Y/W-135 VIAL,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
MENVEO A-C-Y-W-135-DIP VIAL,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
MERCAPTOPURINE 50 MG TABLET,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
MEROPENEM 500MG/VIAL FOR INJECTION,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
MESALAMINE 4 GM/60 ML KIT,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
MESNA 1 GRAM/10 ML VIAL,4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
MESNEX 400MG TABLET,5,Specialty Tier,33%,N/A,None,2018-01-01T00:00:00Z
METADATE ER 20 MG TABLET,4,Non-Preferred Drug,46%,46%,Q:90/30Days,2018-01-01T00:00:00Z
"METFORMIN HCL 1,000 MG TABLET",1,Preferred Generic,$3.00 ,$0.00 ,Q:75/30Days,2018-01-01T00:00:00Z
METFORMIN HCL 500 MG TABLET,1,Preferred Generic,$3.00 ,$0.00 ,Q:150/30Days,2018-01-01T00:00:00Z
METFORMIN HCL 850 MG TABLET,1,Preferred Generic,$3.00 ,$0.00 ,Q:90/30Days,2018-01-01T00:00:00Z
METFORMIN HCL ER 500 MG TABLET,1,Preferred Generic,$3.00 ,$0.00 ,Q:120/30Days,2018-01-01T00:00:00Z
METFORMIN HCL ER 750 MG TABLET,1,Preferred Generic,$3.00 ,$0.00 ,Q:60/30Days,2018-01-01T00:00:00Z
METHADONE 10 MG/5 ML SOLUTION,3,Preferred Brand,$42.00 ,$105.00 ,Q:450/30Days,2018-01-01T00:00:00Z
METHADONE 5 MG/5 ML SOLUTION,3,Preferred Brand,$42.00 ,$105.00 ,Q:450/30Days,2018-01-01T00:00:00Z
METHADONE HCL 10 MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,Q:180/30Days,2018-01-01T00:00:00Z
METHADONE HCL 5MG TABLET (100 CT),3,Preferred Brand,$42.00 ,$105.00 ,Q:180/30Days,2018-01-01T00:00:00Z
METHAZOLAMIDE 25 MG ORAL TABLET,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
