"","name","tier_num_2013","tier_num_2016","tier_num_2017","tier_num_2018","tier_diff_2013_2018"
"1319","OLANZAPINE ODT 20 MG TABLET",1,0,0,0,-1
"1320","OLANZAPINE ODT 5 MG TABLET",1,0,0,0,-1
"1321","OMEPRAZOLE 10MG CAPSULE DELAYED RELEASE (30 CT)",1,1,1,0,-1
"1322","OMEPRAZOLE 20MG DELAYED RELEASE 100 CAPSULE BOTTLE",1,1,1,0,-1
"1323","ONDANSETRON 24MG/1 1 TABLET IN 1 DOSE PACK",1,0,0,0,-1
"1324","ONDANSETRON HCL 4MG/5ML SOLUTION ORAL",1,1,1,0,-1
"1325","ONDANSETRON HYDROCHLORIDE 4MG/1",1,1,0,0,-1
"1326","ONDANSETRON HYDROCHLORIDE TABLETS",1,0,0,0,-1
"1327","ONDANSETRON ODT 4MG TABLET (30 CT)",1,1,1,0,-1
"1328","ONDANSETRON ODT 8MG (10 CT)",1,1,1,0,-1
"1329","ONFI 5 MG TABLET",1,0,0,0,-1
"1330","ONTAK INJECTION 300MCG/2ML VIALSU",1,0,0,0,-1
"1331","OPRELVEKIN 5 MG/ML INJECTABLE SOLUTION [NEUMEGA]",1,0,0,0,-1
"1332","ORAP 1MG TABLET",1,0,0,0,-1
"1333","ORAP 2MG TABLET",1,0,0,0,-1
"1334","ORFADIN CAPSULES 10 MG",1,0,0,0,-1
"1335","ORFADIN CAPSULES 2 MG",1,0,0,0,-1
"1336","ORFADIN CAPSULES 5 MG",1,0,0,0,-1
"1337","ORSYTHIA 6 BLISTER PACK IN 1 CARTON / 1 KIT IN 1 BLISTER PACK",1,0,0,0,-1
"1338","ORTHO EVRA 0.75; 6MG/7D; MG/7D 7 D IN 1 PATCH",1,0,0,0,-1
"1339","ORTHO TRI CYCLEN LO 6 DIALPACK IN 1 CARTON / 1 KIT IN 1 DIALPACK",1,0,0,0,-1
"1340","OXACILLIN FOR INJECTION 1 GM",1,0,0,0,-1
"1341","OXACILLIN INJECTION",1,0,0,0,-1
"1342","OXANDROLONE 10MG TABLET",1,0,0,0,-1
"1343","OXANDROLONE TABLETS",1,0,0,0,-1
"1344","OXAPROZIN 600MG TABLET",1,0,0,0,-1
"1345","OXCARBAZEPINE 150MG TABLET",1,1,1,0,-1
"1346","OXCARBAZEPINE 300MG TABLET 500 NCRC BOT",1,1,1,0,-1
"1347","OXCARBAZEPINE 600MG TABLET 500 NCRC BOT",1,1,1,0,-1
"1348","OXSORALEN-ULTRA 10MG CAP",1,0,0,0,-1
"1349","OXYBUTYNIN CHLORIDE 5MG/5ML 473 ML IN 1 BOTTLE",1,1,0,0,-1
"1350","OXYBUTYNIN CHLORIDE ER 10MG TABLET (100 CT)",1,0,0,0,-1
"1351","OXYBUTYNIN CHLORIDE ER 5MG TABLET (100 CT)",1,0,0,0,-1
"1352","OXYBUTYNIN CHLORIDE TABLET ER 15MG (100 CT)",1,1,1,0,-1
"1353","OXYCODONE AND ACETAMINOPHEN 325-5MG TABLET USP (500 CT)",1,1,1,0,-1
"1354","OXYCODONE AND ACETAMINOPHEN 650; 10MG 100 TABLET BOTTLE",1,0,0,0,-1
"1355","OXYCODONE AND ACETAMINOPHEN CAPSULES 500;5MG;MG 500 BOT",1,0,0,0,-1
"1356","OXYCODONE AND ACETAMINOPHEN TABLETS 2.5;325MG;MG 100 BOT",1,1,1,0,-1
"1357","OXYCODONE HCL 30MG TABLET",1,1,1,0,-1
"1358","OXYCODONE HCL-ACETAMINOPHEN 10MG-325MG TABLET",1,1,1,0,-1
"1359","OXYCODONE HCL-ACETAMINOPHEN 500-7.5MG TABLET (100 CT)",1,0,0,0,-1
"1360","OXYCODONE HYDROCHLORIDE 100MG/5ML",1,0,0,0,-1
"1361","OXYCODONE HYDROCHLORIDE 5MG/1",1,0,0,0,-1
"1362","OXYCODONE HYDROCHLORIDE AND ASPIRIN 325; 4.8355MG 100 TABLET BOTTLE",1,0,0,0,-1
"1363","OXYCODONE HYDROCHLORIDE TABLETS 15MG 100 TABLETS BOTPL",1,1,1,0,-1
"1364","OXYCODONE-ACETAMINOPHEN 7.5-325MG TABLET",1,1,1,0,-1
"1365","PACERONE 200MG TABLET",1,1,1,0,-1
"1366","PANCREAZE 10,500 UNIT CAP DR",1,0,0,0,-1
"1367","PANCREAZE 16,800 UNIT CAP DR",1,0,0,0,-1
"1368","PANCREAZE 21,000 UNIT CAP DR",1,0,0,0,-1
"1369","PANCREAZE 4,200 UNIT CAP DR",1,0,0,0,-1
"1370","PAROMOMYCIN 250MG CAPSULE",1,1,1,0,-1
"1371","PAROXETINE 40MG/1 500 TABLET, FILM COATED IN 1 BOTTLE",1,0,0,0,-1
"1372","PAROXETINE FILM COATED 20MG TABLET (100 CT)",1,1,1,0,-1
"1373","PAROXETINE HCL TABLET 24 12.5MG",1,0,0,0,-1
"1374","PAROXETINE HCL TABLET 24 25MG",1,0,0,0,-1
"1375","PAROXETINE HYDROCHLORIDE 37.5MG/1 30 BOTTLE IN 1 BOTTLE / 30 TABLET, FILM COATED, EXTENDED RELEASE",1,0,0,0,-1
"1376","PAROXETINE HYDROCHLORIDE TABLETS 10 MG",1,1,1,0,-1
"1377","PAROXETINE TABLETS 30MG 90 BOT",1,1,0,0,-1
"1378","PATADAY 0.2% DROPS",1,1,1,0,-1
"1379","PATANASE 665UG/1 240 SPRAY, METERED IN 1 BOTTLE",1,0,0,0,-1
"1380","PATANOL 0.1% EYE DROPS",1,0,0,0,-1
"1381","PEDI-DRI TOPICAL POWDER",1,0,0,0,-1
"1382","PEGANONE 250MG TABLET",1,0,0,0,-1
"1383","PEGASYS 180MCG/0.5ML CONV.PK",1,0,0,0,-1
"1384","PEGINTRON 1 KIT IN 1 CARTON",1,0,0,0,-1
"1385","PEGINTRON 120UG/0.5ML 1 CARTRIDGE IN 1 CARTON / 0.5 ML IN 1 CARTRIDGE",1,0,0,0,-1
"1386","PEGINTRON 150UG/0.5ML 1 CARTRIDGE IN 1 CARTON / 0.5 ML IN 1 CARTRIDGE",1,0,0,0,-1
"1387","PEGINTRON 50UG/0.5ML 1 CARTRIDGE IN 1 CARTON / 0.5 ML IN 1 CARTRIDGE",1,0,0,0,-1
"1388","PEGINTRON 80UG/0.5ML 1 CARTRIDGE IN 1 CARTON / 0.5 ML IN 1 CARTRIDGE",1,0,0,0,-1
"1389","PENICILLIN G POTASSIUM FOR INJECTION 5000000UNIT/VIAL",1,1,1,0,-1
"1390","PENICILLIN G SODIUM 5000000[IU]/1 10 VIAL IN 1 CARTON / 1 INJECTION, POWDER, FOR SOLUTION IN 1 VIAL",1,0,0,0,-1
"1391","PENICILLIN V POTASSIUM 125MG/5ML 200 ML IN 1 BOTTLE",1,1,1,0,-1
"1392","PENICILLIN V POTASSIUM 250MG/1 1000 TABLET IN 1 BOTTLE",1,0,0,0,-1
"1393","PENTASA 250MG CAPSULE SA",1,0,0,0,-1
"1394","PENTASA 500MG CAPSULE",1,0,0,0,-1
"1395","PENTOSTATIN FOR INJECTION 10MG/VIAL",1,0,0,0,-1
"1396","PERFOROMIST 20MCG/2ML VIAL NEBULIZER",1,1,0,0,-1
"1397","PERINDOPRIL ERBUMINE 2MG/1 100 TABLET IN 1 BOTTLE",1,0,0,0,-1
"1398","PERINDOPRIL ERBUMINE 4MG/1 100 TABLET IN 1 BOTTLE",1,0,0,0,-1
"1399","PERINDOPRIL ERBUMINE 8MG/1 100 TABLET IN 1 BOTTLE",1,0,0,0,-1
"1400","PERMETHRIN 50MG/G 1 TUBE IN 1 CARTON / 60 G IN 1 TUBE",1,0,0,0,-1
"1401","PERPHENAZINE 16MG/1 100 TABLET, FILM COATED IN 1 BOTTLE",1,0,0,0,-1
"1402","PERPHENAZINE TABLETS 4MG 100 BOXUD",1,1,1,0,-1
"1403","PERPHENAZINE TABLETS 8MG 100 BOT",1,1,1,0,-1
"1404","PERPHENAZINE TABLETS USP 2MG 100 BOT",1,1,1,0,-1
"1405","PHENADOZ 12.5MG SUPPOSITORY",1,0,0,0,-1
"1406","PHENADOZ 25MG SUPPOSITORY",1,0,0,0,-1
"1407","PHENELZINE SULFATE 15MG/1 60 TABLET IN 1 BOTTLE",1,0,0,0,-1
"1408","PHENOBARBITAL 30MG/1 100 BLISTER PACK IN 1 BOX, UNIT-DOSE / 1 TABLET IN 1 BLISTER PACK",1,0,0,0,-1
"1409","PHENYTOIN SOD EXT 200 MG CAP",1,0,0,0,-1
"1410","PHENYTOIN SODIUM EXTENDED CAPSULES 100MG (100 CT)",1,1,1,0,-1
"1411","PHENYTOIN SODIUM INJECTION 50MG 25 X 2ML AMP",1,0,0,0,-1
"1412","PHOSLO 667MG CAPSULE",1,0,0,0,-1
"1413","PHOSLYRA 667MG/5ML 1 BOTTLE IN 1 CARTON / 473 ML IN 1 BOTTLE",1,0,0,0,-1
"1414","PHOSPHOLINE IODIDE 0.125%",1,0,0,0,-1
"1415","PILOCARPINE HCL 5MG TABLET (100 CT)",1,0,0,0,-1
"1416","PILOCARPINE HYDROCHLORIDE 7.5MG/1 100 TABLET, FILM COATED IN 1 BOTTLE",1,0,0,0,-1
"1417","PILOPINE HS 4% EYE GEL",1,0,0,0,-1
"1418","PINDOLOL 10MG TABLET",1,1,1,0,-1
"1419","PIPERACILLIN AND TAZOBACTAM 4; 0.5G/1; G/1 10 VIAL, SINGLE-USE IN 1 CARTON / 1 INJECTION, POWDER, L",1,0,0,0,-1
"1420","PIROXICAM 10 MG CAPSULE",1,0,0,0,-1
"1421","PIROXICAM 20MG/1 500 CAPSULE IN 1 BOTTLE",1,0,0,0,-1
"1422","PLASMA-LYTE 56/DEXTROSE 5%",1,1,0,0,-1
"1423","POLYETH GLYC NF POWDER FOR ORAL SOLUTION 17GM (527 CT)",1,1,1,0,-1
"1424","POLYETHYLENE GLYCOL 3350 105 MG/ML / POTASSIUM CHLORIDE 0.00497 MEQ/ML / SODIUM BICARBONATE 1.43 MG/",1,0,0,0,-1
"1425","POTASSIUM CHLORIDE 0.15%/D5W/SODIUM CHLORIDE 0.45%",1,0,0,0,-1
"1426","POTASSIUM CHLORIDE 0.15%/D5W/SODIUM CHLORIDE 0.9% 1000ML",1,1,1,0,-1
"1427","POTASSIUM CHLORIDE 0.3%/D5W/SODIUM CHLORIDE 0.45% 1000ML BAG",1,1,1,0,-1
"1428","POTASSIUM CHLORIDE 10MEQ/100ML SOL",1,0,0,0,-1
"1429","POTASSIUM CHLORIDE 10MEQ/50ML SOL",1,0,0,0,-1
"1430","POTASSIUM CHLORIDE 149MG/ML 25 VIAL, SINGLE-DOSE IN 1 TRAY / 5 ML IN 1 VIAL, SINGLE-DOSE",1,0,0,0,-1
"1431","POTASSIUM CHLORIDE 20.000000MEQ/1",1,0,0,0,-1
"1432","POTASSIUM CHLORIDE 20MEQ IN D5W/NACL 0.225%",1,1,1,0,-1
"1433","POTASSIUM CHLORIDE 20MEQ/50ML SOL",1,0,0,0,-1
"1434","POTASSIUM CHLORIDE 30MEQ/100ML SOL",1,0,0,0,-1
"1435","POTASSIUM CHLORIDE EXTENDED RELEASE TABLETS",1,0,0,0,-1
"1436","POTASSIUM CHLORIDE IN 5% DEXTROSE AND 0.2% NACL SOLUTION FOR INJECTION USP 0.15% 250ML X 24 CASE",1,1,0,0,-1
"1437","POTASSIUM CHLORIDE IN 5% DEXTROSE AND NACL SOLUTION FOR INJECTION 0.075% 1000ML PLASTIC BAGS X 12 CA",1,1,1,0,-1
"1438","POTASSIUM CHLORIDE IN DEXTROSE 5; 224G/100ML; MG/100ML 1000 ML IN 1 BAG",1,0,0,0,-1
"1439","POTASSIUM CHLORIDE IN DEXTROSE 5; 300G/100ML; MG/100ML 1000 ML IN 1 BAG",1,0,0,0,-1
"1440","POTASSIUM CHLORIDE IN SODIUM CHLORIDE INJECTION 0.15%-0.9% 12 X 1000ML BAG",1,0,0,0,-1
"1441","POTIGA 200 MG TABLET",1,1,0,0,-1
"1442","POTIGA 300 MG TABLET",1,1,0,0,-1
"1443","POTIGA 400 MG TABLET",1,1,0,0,-1
"1444","POTIGA 50 MG TABLET",1,1,0,0,-1
"1445","PRADAXA 150MG/1 1 BOTTLE IN 1 CARTON / 60 CAPSULE IN 1 BOTTLE",1,0,0,0,-1
"1446","PRADAXA 75MG/1 1 BOTTLE IN 1 CARTON / 60 CAPSULE IN 1 BOTTLE",1,0,0,0,-1
"1447","PRAMIPEXOLE DIHYDROCHLORIDE TABLETS",1,0,0,0,-1
"1448","PRANDIN 0.5MG/1 100 TABLET IN 1 BOTTLE, PLASTIC",1,0,0,0,-1
"1449","PRANDIN 1MG/1 100 TABLET IN 1 BOTTLE, PLASTIC",1,0,0,0,-1
"1450","PRANDIN 2MG/1 100 TABLET IN 1 BOTTLE, PLASTIC",1,0,0,0,-1
"1451","PRAVASTATIN SODIUM 20MG TABLET 500 BOT",1,1,1,0,-1
"1452","PRAVASTATIN SODIUM 40MG TABLET (500 CT)",1,1,1,0,-1
"1453","PRAVASTATIN SODIUM 80MG TABLET (90 CT)",1,0,0,0,-1
"1454","PRAVASTATIN SODIUM TABLETS 10MG 90 BOT",1,1,1,0,-1
"1455","PRAZOSIN HCL 1MG CAPSULE",1,1,1,0,-1
"1456","PRAZOSIN HCL 2MG CAPSULE",1,1,1,0,-1
"1457","PRED MILD 0.12% EYE DROPS",1,0,0,0,-1
"1458","PREDNISOLONE ACETATE OPHTHALMIC SUSPENSION 1.0% STERILE 10ML BOTDR",1,1,1,0,-1
"1459","PREDNISOLONE SODIUM PHOSPHATE ORAL SOLUTION",1,0,0,0,-1
"1460","PREDNISONE 10MG TABLET (100 CT)",1,1,1,0,-1
"1461","PREDNISONE 1MG TABLET",1,1,1,0,-1
"1462","PREDNISONE 2.5MG TABLET",1,1,1,0,-1
"1463","PREDNISONE 20MG TABLET (1000 CT)",1,1,1,0,-1
"1464","PREDNISONE 5MG/5ML SOLUTION",1,1,1,0,-1
"1465","PREMARIN 0.3MG (100 CT)",1,0,0,0,-1
"1466","PREMARIN 0.45MG TABLET",1,0,0,0,-1
"1467","PREMARIN 0.625MG (100 CT)",1,0,0,0,-1
"1468","PREMARIN 0.625MG/G",1,0,0,0,-1
"1469","PREMARIN 0.9MG TABLET",1,0,0,0,-1
"1470","PREMARIN 1.25MG (100 CT)",1,0,0,0,-1
"1471","PREMPHASE 1 BLISTER PACK IN 1 CARTON / 1 KIT IN 1 BLISTER PACK",1,0,0,0,-1
"1472","PREMPRO 0.3 MG-1.5 MG TABLET #28 EA",1,0,0,0,-1
"1473","PREMPRO 0.45-1.5 MG TABLET 28 EA",1,0,0,0,-1
"1474","PREMPRO 0.625; 2.5MG/1; MG/1 1 BLISTER PACK IN 1 CARTON / 28 TABLET, SUGAR COATED IN 1 BLISTER PACK",1,0,0,0,-1
"1475","PREVIFEM 6 BLISTER PACK IN 1 BLISTER PACK / 1 KIT IN 1 BLISTER PACK",1,0,0,0,-1
"1476","PREVPAC (TRIPLE THERAPY) KIT 30;500;500MG;MG;MG; 14 PKGCOM",1,0,0,0,-1
"1477","PREZISTA TABLETS",1,0,0,0,-1
"1478","PREZISTA TABLETS 400MG 60 TABLETS BOT",1,0,0,0,-1
"1479","PRIFTIN 150MG TABLET",1,1,1,0,-1
"1480","PRIMAQUINE 26.3MG TABLET",1,1,0,0,-1
"1481","PRIMIDONE 250MG/1 100 TABLET IN 1 BOTTLE",1,0,0,0,-1
"1482","PRIMIDONE 50MG/1 500 TABLET IN 1 BOTTLE",1,0,0,0,-1
"1483","PRISTIQ 100MG TABLET SR 24HR",1,1,1,0,-1
"1484","PRISTIQ EXTENDED-RELEASE 50MG/1 30 TABLET, EXTENDED RELEASE IN 1 BOTTLE, PLASTIC",1,1,1,0,-1
"1485","PROAIR HFA 90MCG HFA AEROSOL WITH ADAPTER",1,0,0,0,-1
"1486","PROBENECID 500MG TABLET",1,1,1,0,-1
"1487","PROBENECID/COLCHICINE TABLET S",1,0,0,0,-1
"1488","PROCHLORPERAZINE EDISYLATE INJECTION 10MG 10 X 2ML VIALS CRTN",1,0,0,0,-1
"1489","PROCHLORPERAZINE MALEATE 10MG TABLET (100 CT)",1,1,1,0,-1
"1490","PROCHLORPERAZINE MALEATE 5MG TABLET (100 CT)",1,0,0,0,-1
"1491","PROCRIT 3000U/ML VIAL",1,0,0,0,-1
"1492","PROCRIT 4000U/ML VIAL 25 X 1ML VIAL",1,0,0,0,-1
"1493","PROCTOCREAM HC 25MG/G",1,0,0,0,-1
"1494","PROGRAF 0.5MG CAPSULE",1,1,1,0,-1
"1495","PROGRAF 1MG CAPSULE",1,1,1,0,-1
"1496","PROGRAF 5MG/1 1 BOTTLE IN 1 CARTON / 100 CAPSULE, GELATIN COATED IN 1 BOTTLE",1,0,0,0,-1
"1497","PROLASTIN-C 1 KIT IN 1 CARTON",1,0,0,0,-1
"1498","PROLEUKIN 1.1MG/ML 1 VIAL, SINGLE-USE IN 1 BOX / 1 ML IN 1 VIAL, SINGLE-USE",1,0,0,0,-1
"1499","PROLIA INJECTION",1,0,0,0,-1
"1500","PROMETHAZINE HCL 25MG TABLET (1000 CT)",1,1,1,0,-1
"1501","PROMETHAZINE HCL 50MG TABLET (100 CT)",1,1,1,0,-1
"1502","PROMETHAZINE HCL INJECTION 25MG 10 X 1ML VIAL",1,0,0,0,-1
"1503","PROMETHAZINE HYDROCHLORIDE 12.5MG/1 100 TABLET IN 1 BOTTLE",1,0,0,0,-1
"1504","PROMETHAZINE HYDROCHLORIDE SUPPOSITORIES 12.5MG 12 BOX",1,1,1,0,-1
"1505","PROMETHAZINE HYDROCHLORIDE SUPPOSITORIES 25MG 12 BOX",1,1,1,0,-1
"1506","PROMETHEGAN 25MG SUPP",1,1,1,0,-1
"1507","PROMETHEGAN 50MG SUPPOS",1,1,1,0,-1
"1508","PROPAFENONE HCL 150MG/1 100 TABLET, FILM COATED IN 1 BOTTLE, PLASTIC",1,0,0,0,-1
"1509","PROPAFENONE HCL 225MG TABLET",1,1,1,0,-1
"1510","PROPAFENONE HCL 300MG TABLET (100 CT)",1,1,1,0,-1
"1511","PROPAFENONE HYDROCHLORIDE 225MG/1 60 CAPSULE, EXTENDED RELEASE IN 1 BOTTLE, PLASTIC",1,0,0,0,-1
"1512","PROPARACAINE 0.5% EYE DROPS",1,1,1,0,-1
"1513","PROPRANOLOL 60MG TABLET",1,1,0,0,-1
"1514","PROPRANOLOL HCL 20MG TABLET (1000 CT)",1,1,0,0,-1
"1515","PROPRANOLOL HCL TABLET USP 10MG (1000 CT)",1,1,0,0,-1
"1516","PROPRANOLOL HCL TABLET USP 40MG (1000 CT)",1,1,0,0,-1
"1517","PROPRANOLOL HYDROCHLORIDE 120MG EXTENDED RELEASE 100 CAPSULE BOTTLE",1,0,0,0,-1
"1518","PROPRANOLOL HYDROCHLORIDE 160MG EXTENDED RELEASE 100 CAPSULE BOTTLE",1,0,0,0,-1
"1519","PROPRANOLOL HYDROCHLORIDE 60MG/1 1000 CAPSULE, EXTENDED RELEASE IN 1 BOTTLE",1,1,0,0,-1
"1520","PROPRANOLOL HYDROCHLORIDE 80MG EXTENDED RELEASE 100 CAPSULE BOTTLE",1,0,0,0,-1
"1521","PROPRANOLOL/HCTZ 40/25 TABLET",1,0,0,0,-1
"1522","PROPRANOLOL/HCTZ 80/25 TABLET",1,0,0,0,-1
"1523","PROQUAD VIAL",1,0,0,0,-1
"1524","PROTOPIC 0.03% OINTMENT 100GM TUBE",1,0,0,0,-1
"1525","PROTOPIC 0.1% OINTMENT 60GM TUBE",1,0,0,0,-1
"1526","PROTRIPTYLINE HYDROCHLORIDE TABLETS",1,0,0,0,-1
"1527","PROTRIPTYLINE HYDROCHLORIDE TABLETS 5MG",1,1,1,0,-1
"1528","PROVIGIL 100MG TABLET",1,0,0,0,-1
"1529","PROVIGIL 200MG TABLET",1,0,0,0,-1
"1530","PULMICORT 1MG/2ML AMPUL FOR NEBULIZATION",1,0,0,0,-1
"1531","PYLERA 125-125MG CAPSULE",1,0,0,0,-1
"1532","QUETIAPINE FUMARATE 100 MG TAB",1,0,0,0,-1
"1533","QUETIAPINE FUMARATE 200 MG TAB",1,0,0,0,-1
"1534","QUETIAPINE FUMARATE 25 MG TAB",1,0,0,0,-1
"1535","QUETIAPINE FUMARATE 300 MG TAB",1,0,0,0,-1
"1536","QUETIAPINE FUMARATE 400 MG TAB",1,0,0,0,-1
"1537","QUETIAPINE FUMARATE 50 MG TAB",1,0,0,0,-1
"1538","QUINIDINE GLUC 324MG TABLET SA 500 CT BOTTLE",1,0,0,0,-1
"1539","QUINIDINE SULFATE 300MG TABLET",1,0,0,0,-1
"1540","QUINIDINE SULFATE 300MG/1 100 TABLET, FILM COATED, EXTENDED RELEASE IN 1 BOTTLE",1,0,0,0,-1
"1541","QVAR 40UG/1",1,0,0,0,-1
"1542","QVAR 80UG/1",1,0,0,0,-1
"1543","RABIES VACCINE RABAVERT INJECTION 2.5UNT/ML 1 DOSE VIAL",1,0,0,0,-1
"1544","RAMIPRIL 10MG CAPSULE",1,1,1,0,-1
"1545","RAMIPRIL 2.5MG CAPSULE",1,1,1,0,-1
"1546","RAMIPRIL 5MG CAPSULE",1,1,1,0,-1
"1547","RANEXA 1,000 MG TABLET",1,0,0,0,-1
"1548","RANEXA 500 MG TABLET",1,0,0,0,-1
"1549","RANITIDINE 16.8MG/ML 473 ML IN 1 BOTTLE",1,1,0,0,-1
"1550","RANITIDINE 300MG/1 100 TABLET, FILM COATED IN 1 BOTTLE",1,0,0,0,-1
"1551","RANITIDINE HCL 25MG/ML VIAL",1,0,0,0,-1
"1552","RANITIDINE TABLET USP 150MG (500 CT)",1,0,0,0,-1
"1553","RAPAFLO CAPSULES 4MG 30 BOT",1,0,0,0,-1
"1554","RAPAFLO CAPSULES 8MG 90 BOT",1,0,0,0,-1
"1555","RAPAMUNE 1MG TABLET",1,0,0,0,-1
"1556","RAPAMUNE 2MG TABLET",1,0,0,0,-1
"1557","RAPAMUNE TABLETS",1,0,0,0,-1
"1558","REGONOL 5MG/ML 10 AMPULE IN 1 CARTON / 2 ML IN 1 AMPULE",1,0,0,0,-1
"1559","RELISTOR 12 MG/0.6 ML KIT",1,0,0,0,-1
"1560","RELPAX 20MG TABLET",1,1,1,0,-1
"1561","RELPAX 40MG TABLET 6X2 BLPK",1,1,1,0,-1
"1562","RESCRIPTOR 100MG/1 360 TABLET IN 1 BOTTLE",1,0,0,0,-1
"1563","RESCRIPTOR 200MG/1 180 TABLET IN 1 BOTTLE",1,0,0,0,-1
"1564","RETROVIR 10MG/ML 10 VIAL, SINGLE-USE IN 1 TRAY / 20 ML IN 1 VIAL, SINGLE-USE",1,1,0,0,-1
"1565","REVATIO 20MG TABLET",1,0,0,0,-1
"1566","REVLIMID 10MG CAPSULE (100 CT)",1,1,1,0,-1
"1567","REVLIMID 25MG CAPSULE (100 CT)",1,1,1,0,-1
"1568","REVLIMID 5MG CAPSULE",1,1,1,0,-1
"1569","REYATAZ 100MG CAPSULE",1,0,0,0,-1
"1570","RIBASPHERE CAPSULES 200MG 42 BOT",1,1,0,0,-1
"1571","RIBASPHERE RIBAPAK",1,1,0,0,-1
"1572","RIBASPHERE RIBAPAK 400MG/1",1,1,0,0,-1
"1573","RIBASPHERE RIBAPAK 600MG/1",1,1,0,0,-1
"1574","RIBAVIRIN 200MG CAPSULE",1,0,0,0,-1
"1575","RIFAMPIN 150MG CAPSULE (30 CT)",1,1,1,0,-1
"1576","RIFAMPIN 300MG CAPSULE",1,1,1,0,-1
"1577","RIFAMPIN 600MG VIAL",1,0,0,0,-1
"1578","RILUTEK 50MG TABLET",1,0,0,0,-1
"1579","RIMANTADINE 100MG/1 100 TABLET IN 1 BOTTLE",1,0,0,0,-1
"1580","RINGERS INJECTION 1000ML BAG",1,0,0,0,-1
"1581","RIOMET 500MG/5ML SOLUTION ORAL",1,0,0,0,-1
"1582","RISPERIDONE 1MG/1 7 BLISTER PACK IN 1 CARTON / 4 TABLET, ORALLY DISINTEGRATING IN 1 BLISTER PACK",1,0,0,0,-1
"1583","RISPERIDONE 1MG/ML 30 ML IN 1 BOTTLE",1,0,0,0,-1
"1584","RISPERIDONE TABLET",1,0,0,0,-1
"1585","RISPERIDONE TABLETS 3MG 4 IN 1 BLPK",1,1,1,0,-1
"1586","RISPERIDONE TABLETS 4MG 4 IN 1 BLPK",1,1,1,0,-1
"1587","RISPERIDONE TABLETS ORALLY DISINTEGRATING 0.5MG 30 BLPK",1,0,0,0,-1
"1588","RISPERIDONE TABLETS ORALLY DISINTEGRATING 2MG 30 BLPK",1,0,0,0,-1
"1589","RISPERIODONE TABLET",1,0,0,0,-1
"1590","ROPINIROLE HCL TABLET",1,0,0,0,-1
"1591","ROPINIROLE HYDROCLORIDE TABLET",1,0,0,0,-1
"1592","ROXICET 5-325/5ML SOLUTION ORAL",1,0,0,0,-1
"1593","SANDIMMUNE 100MG CAPSULE",1,0,0,0,-1
"1594","SANDIMMUNE 25MG CAPSULE",1,0,0,0,-1
"1595","SANDOSTATIN LAR 10MG KIT",1,0,0,0,-1
"1596","SANDOSTATIN LAR 20MG KIT",1,0,0,0,-1
"1597","SANDOSTATIN LAR 30MG KIT",1,0,0,0,-1
"1598","SAPHRIS 10MG/1 6 CASE IN 1 CARTON / 1 BLISTER PACK IN 1 CASE / 10 TABLET IN 1 BLISTER PACK",1,0,0,0,-1
"1599","SAPHRIS 5MG/1 6 CASE IN 1 CARTON / 1 BLISTER PACK IN 1 CASE / 10 TABLET IN 1 BLISTER PACK",1,0,0,0,-1
"1600","SAVELLA TABLETS 100MG 60 COUNT BOT",1,0,0,0,-1
"1601","SAVELLA TABLETS 12.5MG 60 COUNT BOT",1,0,0,0,-1
"1602","SAVELLA TABLETS 25MG 60 COUNT BOT",1,0,0,0,-1
"1603","SAVELLA TABLETS TITRATION PACK KIT 12.5;25;50MG;MG;MG 55 COUNT PKGCOM",1,0,0,0,-1
"1604","SAVELLA TALBETS 50MG 60 COUNT BOT",1,0,0,0,-1
"1605","SELEGILINE HYDROCHLORIDE 5MG/1 1000 TABLET IN 1 BOTTLE, PLASTIC",1,0,0,0,-1
"1606","SELZENTRY 150MG/1 60 TABLET, FILM COATED IN 1 BOTTLE",1,0,0,0,-1
"1607","SELZENTRY 300MG/1 60 TABLET, FILM COATED IN 1 BOTTLE",1,0,0,0,-1
"1608","SEROMYCIN 250MG/250MG 40 CAPSULE IN 1 BOTTLE / 250 MG IN 1 CAPSULE",1,0,0,0,-1
"1609","SERTRALINE HCL 100MG TABLET (30 CT)",1,1,0,0,-1
"1610","SERTRALINE HCL 50MG TABLET (30 CT)",1,1,0,0,-1
"1611","SERTRALINE HYDROCHLORIDE ORAL CONCENTRATE",1,0,0,0,-1
"1612","SILVER SULFADIAZINE 1% CRM",1,1,1,0,-1
"1613","SIMCOR 500MG-20MG TABLET MULTIPHASIC RELEASE 24HR",1,0,0,0,-1
"1614","SIMCOR 750MG-20MG TABLET MULTIPHASIC RELEASE 24HR",1,0,0,0,-1
"1615","SIMVASTATIN 40MG TABLET (500 CT)",1,1,1,0,-1
"1616","SIMVASTATIN 80MG TABLET (1000 CT)",1,1,1,0,-1
"1617","SINGULAIR 10MG TABLET",1,0,0,0,-1
"1618","SINGULAIR 4MG GRANULES",1,0,0,0,-1
"1619","SINGULAIR 4MG TABLET CHEW",1,0,0,0,-1
"1620","SINGULAIR 5MG TABLET CHEW",1,0,0,0,-1
"1621","SODIUM CHLORIDE 900MG/100ML 9 BOTTLE, PLASTIC IN 1 CASE / 1500 ML IN 1 BOTTLE, PLASTIC",1,1,1,0,-1
"1622","SOLARAZE 3% GEL",1,0,0,0,-1
"1623","SOLU CORTEF INJECTION",1,0,0,0,-1
